user_id,song_id,timestamp,duration_sec
user_0086,song_0172,2025-03-23 03:57:03,256
user_0079,song_0130,2025-03-28 20:04:03,258
user_0021,song_0163,2025-03-28 05:56:03,156
user_0082,song_0193,2025-03-25 22:14:03,152
user_0036,song_0083,2025-04-04 05:30:03,201
user_0041,song_0021,2025-04-07 09:38:03,148
user_0050,song_0187,2025-04-05 12:35:03,242
user_0053,song_0162,2025-03-29 12:39:03,135
user_0054,song_0193,2025-03-23 15:02:03,40
user_0098,song_0123,2025-04-11 02:46:03,182
user_0097,song_0114,2025-03-24 20:08:03,142
user_0063,song_0099,2025-03-27 13:47:03,229
user_0044,song_0113,2025-03-19 09:08:03,269
user_0017,song_0137,2025-04-11 01:20:03,43
user_0011,song_0046,2025-03-14 23:01:03,123
user_0007,song_0105,2025-04-04 23:15:03,197
user_0044,song_0113,2025-04-03 00:23:03,159
user_0011,song_0188,2025-03-25 13:00:03,209
user_0029,song_0180,2025-04-10 13:43:03,156
user_0026,song_0160,2025-04-07 06:38:03,94
user_0061,song_0150,2025-03-12 07:20:03,268
user_0090,song_0111,2025-04-05 18:06:03,88
user_0100,song_0080,2025-04-07 19:01:03,43
user_0040,song_0112,2025-03-30 08:00:03,68
user_0076,song_0170,2025-04-04 11:18:03,184
user_0088,song_0027,2025-03-16 19:27:03,51
user_0045,song_0196,2025-03-31 12:25:03,289
user_0083,song_0119,2025-03-15 22:03:03,84
user_0056,song_0163,2025-03-13 23:05:03,108
user_0056,song_0124,2025-03-11 16:34:03,168
user_0079,song_0138,2025-03-17 22:16:03,268
user_0056,song_0152,2025-04-03 03:46:03,155
user_0012,song_0110,2025-04-03 22:55:03,224
user_0044,song_0105,2025-04-05 22:08:03,138
user_0046,song_0093,2025-04-02 18:26:03,171
user_0072,song_0055,2025-04-09 06:32:03,238
user_0063,song_0059,2025-03-19 22:31:03,281
user_0058,song_0022,2025-04-02 07:13:03,237
user_0089,song_0174,2025-03-24 02:11:03,272
user_0071,song_0126,2025-03-18 19:59:03,199
user_0046,song_0078,2025-04-02 06:12:03,148
user_0016,song_0105,2025-04-07 20:29:03,124
user_0025,song_0131,2025-04-02 18:39:03,298
